lastCred,interest,payment,remCred,isFraud
20278.53,0.04,1717.78,18628.35,0
90695.67,0.02,4642.68,86204.15,0
15188.1,0.04,1640.88,13597.85,0
87195.62,0.04,589.55,86896.72,0
92270.15,0.03,2977.57,89523.26,0
99174.14,0.02,3109.63,96229.8,0
43152.14,0.0,496.33,42655.81,0
19403.89,0.04,987.09,18481.48,0
74447.19,0.01,4076.95,70432.28,0
24264.19,0.04,4948.8,19396.27,0
98281.84,0.03,4301.4,94226.14,0
34326.92,0.02,935.52,33448.61,0
20481.13,0.02,4938.99,15576.28,0
40634.95,0.0,2980.97,37653.98,0
42186.4,0.03,773.91,41517.96,0
3007.35,0.05,1147.21,1872.67,0
47328.55,0.0,3616.07,43712.48,0
39036.49,0.03,769.79,38364.29,0
76250.01,0.04,658.06,75846.12,0
25989.85,0.04,1509.84,24566.64,0
45129.25,0.0,3595.83,41533.42,0
24055.8,0.05,339.17,23816.86,0
10323.76,0.03,3054.26,7295.31,0
12483.48,0.03,4444.77,8069.92,0
59514.62,0.01,3468.5,56095.72,0
73040.96,0.04,3745.61,69538.82,0
97185.3,0.02,3590.76,93756.52,0
40548.36,0.03,1714.59,38935.14,0
35456.27,0.0,4328.49,31127.78,0
46608.57,0.0,3131.58,43476.99,0
87724.35,0.0,3214.88,84509.47,0
83725.36,0.03,2976.07,80958.6,0
95553.03,0.03,4385.82,91406.09,0
7464.79,0.04,4068.23,3421.44,0
61022.72,0.01,3273.72,57799.85,0
82715.87,0.04,4020.98,78970.61,0
65400.6,0.02,4595.71,60913.89,0
95321.2,0.0,3323.56,91997.64,0
20382.17,0.02,1987.55,18428.59,0
46649.28,0.01,1390.64,45297.51,0
16136.97,0.01,937.24,15213.18,0
71377.67,0.02,914.15,70582.48,0
18848.69,0.0,2884.65,15964.04,0
17748.15,0.03,2329.26,15463.26,0
27766.25,0.0,4320.27,23445.98,0
2001.98,0.02,1199.02,806.3,0
53766.71,0.04,2473.71,51472.22,0
29893.86,0.02,2901.87,27041.81,0
61370.92,0.02,1579.72,59893.48,0
96586.41,0.03,1508.56,95319.32,0
48824.46,0.01,3724.21,45140.94,0
26580.17,0.05,2164.49,24526.43,0
59835.65,0.01,985.57,58899.94,0
76058.67,0.04,2159.32,74152.88,0
5480.5,0.01,4798.24,686.83,0
80524.63,0.01,2601.75,77989.98,0
18121.62,0.03,1624.92,16542.0,0
96468.54,0.03,1825.3,94884.41,0
35048.64,0.03,3291.96,31844.3,0
51087.87,0.01,1117.69,50012.75,0
61582.19,0.0,3436.22,58145.97,0
93338.74,0.04,4636.29,89013.58,0
96070.67,0.04,2251.31,94139.6,0
30122.01,0.01,1410.45,28736.66,0
83686.44,0.04,2087.89,81877.5,0
60825.23,0.01,3854.44,57021.48,0
47858.49,0.03,893.94,47084.2,0
34452.01,0.04,612.27,33954.58,0
59926.1,0.01,2293.42,57682.62,0
43401.87,0.04,2371.17,41175.37,0
44450.39,0.03,2417.88,42143.64,0
57678.91,0.0,4747.72,52931.19,0
41220.66,0.03,3250.09,38073.62,0
7188.12,0.03,1159.04,6047.05,0
38140.92,0.04,1233.16,37034.9,0
24868.32,0.03,4830.06,20100.43,0
60530.61,0.04,2842.54,57889.84,0
83002.96,0.03,4889.49,78320.98,0
51706.81,0.02,2103.6,49689.39,0
32321.37,0.0,2611.65,29709.72,0
75140.96,0.03,3829.08,71499.73,0
67660.82,0.04,2218.96,65667.4,0
42662.26,0.04,1347.31,41457.16,0
47148.83,0.02,3631.97,43595.44,0
65778.31,0.04,288.4,65709.17,0
41576.5,0.04,718.09,40997.0,0
36778.6,0.0,602.22,36176.38,0
61553.42,0.04,742.82,61015.78,0
64214.94,0.01,3098.11,61170.34,0
95753.45,0.05,4308.75,91843.67,0
7311.93,0.03,270.82,7059.39,0
90717.49,0.01,3755.16,87037.93,0
11170.58,0.02,678.39,10510.81,0
92009.45,0.05,2756.2,89636.62,0
47328.75,0.03,1448.69,45998.38,0
64214.83,0.05,2307.0,62175.39,0
49352.07,0.01,4385.41,45007.79,0
3937.17,0.04,2479.25,1471.04,0
79865.1,0.04,1065.74,79065.58,0
94157.24,0.01,4818.65,89417.05,0
49224.6,0.04,2742.55,46646.13,0
3492.29,0.03,3133.72,367.3,0
88640.81,0.0,2987.72,85653.09,0
82457.63,0.04,1677.11,81055.38,0
93884.95,0.03,3437.89,90681.77,0
79148.66,0.04,268.41,79144.08,0
55566.74,0.02,4815.85,50843.5,0
61794.34,0.04,3636.62,58363.7,0
57105.56,0.03,2905.21,54343.11,0
97813.67,0.01,299.87,97595.31,0
44551.07,0.01,4251.19,40337.01,0
85720.36,0.04,2099.9,83906.19,0
22057.0,0.02,2982.13,19111.63,0
5909.99,0.01,4528.76,1386.15,0
62357.59,0.01,2191.19,60218.36,0
91163.92,0.03,1750.21,89641.62,0
74930.92,0.02,3890.49,71165.31,0
71300.39,0.03,1693.76,69784.88,0
76641.82,0.01,3589.87,73115.82,0
54583.45,0.05,2573.04,52237.84,0
89428.38,0.02,2198.07,87379.36,0
9224.92,0.05,2633.95,6629.41,0
42160.84,0.05,3841.19,38495.32,0
74104.77,0.03,4253.36,70036.67,0
54661.81,0.01,1310.27,53397.09,0
19287.1,0.04,2203.46,17147.93,0
2350.89,0.04,2190.04,168.69,0
14837.81,0.01,1173.69,13676.48,0
12713.44,0.03,1389.56,11355.66,0
71704.97,0.01,3608.3,68156.42,0
83097.23,0.05,3737.47,79706.0,0
3666.82,0.01,2579.28,1090.6,0
33569.76,0.0,758.09,32811.67,0
5636.12,0.04,1071.27,4583.64,0
30093.75,0.0,1498.41,28595.34,0
97825.93,0.02,2366.12,95622.85,0
3780.88,0.04,769.47,3024.01,0
41688.34,0.03,1361.4,40431.16,0
2941.62,0.0,1173.69,1767.93,0
15567.88,0.04,3861.22,11758.55,0
23584.95,0.04,967.39,22696.18,0
93466.32,0.01,4015.91,89528.3,0
28501.12,0.04,1883.95,26712.17,0
50384.92,0.0,2333.3,48051.62,0
69653.91,0.04,1526.18,68359.91,0
45891.75,0.03,4363.15,41643.33,0
70337.62,0.04,4190.27,66381.81,0
32413.17,0.02,3519.52,28947.67,0
79366.09,0.01,4183.2,75249.03,0
2970.14,0.03,1530.67,1446.9,0
85516.74,0.02,3924.52,81734.75,0
16544.04,0.0,2427.87,14116.17,0
77526.54,0.05,2213.98,75635.59,0
50040.06,0.02,216.8,49906.66,0
27921.13,0.02,2408.6,25559.07,0
99631.33,0.01,2813.88,96900.48,0
78288.13,0.0,2931.15,75356.98,0
60233.56,0.02,705.75,59628.2,0
28265.7,0.02,2534.2,25778.61,0
15054.39,0.05,2078.2,13038.92,0
84439.43,0.01,1798.4,82711.4,0
27577.9,0.02,4730.9,22892.96,0
7937.04,0.01,3089.94,4853.71,0
7362.11,0.01,1751.09,5617.16,0
32710.6,0.01,3032.8,29856.7,1
52911.54,0.0,4436.36,48475.18,0
26802.54,0.01,4215.11,22609.77,0
5667.69,0.0,3019.49,2648.2,0
98549.9,0.05,2453.68,96506.84,0
67192.3,0.01,4701.83,62546.46,0
57095.13,0.02,3539.97,53650.32,0
96407.66,0.01,552.57,95935.43,0
63362.34,0.02,4772.48,58695.46,0
58163.64,0.04,972.46,57385.06,0
6455.72,0.03,212.04,6259.82,0
14790.16,0.03,4478.65,10348.49,0
8107.62,0.05,674.33,7467.07,0
79841.49,0.04,4442.28,75665.35,0
85805.02,0.02,646.04,85301.99,0
44027.77,0.05,3407.08,40804.14,0
57344.51,0.03,2965.21,54522.66,0
79947.94,0.03,1654.1,78493.71,0
18060.41,0.02,2909.29,15181.22,0
68712.8,0.01,306.1,68463.96,0
54478.75,0.03,2973.3,51641.65,0
24484.18,0.02,1999.94,22525.05,0
94557.38,0.04,2282.78,92589.79,0
30359.18,0.05,4498.14,25987.54,0
89355.74,0.01,2399.34,87030.86,0
26600.98,0.01,433.92,26189.23,0
41068.13,0.04,2560.67,38644.35,0
73316.82,0.01,1535.07,71842.85,0
91856.96,0.01,995.43,90938.08,0
57855.27,0.04,1182.1,56866.02,0
38090.5,0.03,3545.12,34640.61,0
20366.37,0.02,2290.71,18109.6,0
39424.5,0.03,2368.93,37154.13,0
4267.81,0.01,1912.28,2359.09,0
40106.17,0.03,3950.41,36256.03,0
21884.71,0.03,1177.58,20761.84,0
46351.31,0.05,2194.5,44349.94,0
90250.15,0.0,4735.95,85514.2,0
75548.67,0.02,4904.8,70769.78,0
50182.88,0.02,616.07,49650.45,0
46794.34,0.02,3245.65,43626.68,0
13800.44,0.03,1140.64,12694.3,0
29331.32,0.01,2113.22,27242.54,0
93483.89,0.03,577.51,93140.09,0
17144.21,0.01,4383.51,12774.99,0
66032.34,0.04,2250.49,64001.96,0
54590.87,0.05,268.47,54549.86,0
40114.61,0.0,184.55,39930.06,0
43944.91,0.02,4127.58,39890.57,0
88912.13,0.01,2874.03,86112.19,0
19975.65,0.05,1079.68,18979.2,0
11273.05,0.02,4878.4,6413.44,0
14931.7,0.0,2638.65,12293.05,0
45623.8,0.02,3749.66,41950.18,0
25229.82,0.01,4816.94,20433.9,0
65022.15,0.01,332.84,64743.5,0
15318.37,0.02,2438.99,12904.91,0
19081.22,0.02,2331.27,16781.75,0
10008.81,0.0,1387.2,8621.61,0
82068.81,0.04,4641.25,77701.12,0
39880.11,0.02,1429.78,38516.8,0
91517.84,0.01,3866.24,87727.86,0
55546.75,0.03,4961.34,50724.28,0
14393.79,0.04,4992.34,9449.43,0
59109.17,0.04,4526.75,54779.45,0
18982.86,0.02,4982.99,14031.51,0
41000.35,0.05,1287.14,39884.04,0
13831.23,0.03,718.94,13146.87,0
51481.5,0.03,4616.46,46993.74,0
65321.12,0.04,3191.11,62347.75,0
97609.19,0.01,983.71,96706.82,0
7901.58,0.0,154.37,7747.21,0
35252.49,0.02,3956.81,31354.43,0
56297.38,0.03,4226.76,52211.36,0
97358.49,0.03,3713.75,93888.14,0
76133.71,0.03,1888.09,74435.95,0
12337.17,0.01,4589.97,7757.48,0
45189.59,0.03,2953.24,42349.32,0
48485.29,0.04,2624.95,46021.96,0
18825.37,0.05,2014.61,16889.2,0
94753.41,0.02,2765.28,92146.05,0
19026.64,0.02,1844.04,17214.31,0
42350.64,0.01,3767.78,38618.15,0
37768.03,0.0,3565.96,34202.07,0
60109.04,0.0,736.74,59372.3,0
39108.28,0.01,650.75,38490.12,0
85317.49,0.0,1436.14,83881.35,0
68172.24,0.02,934.68,67351.18,0
40116.52,0.04,4976.03,35274.21,0
56017.35,0.05,2053.87,54196.89,0
84432.34,0.02,1039.72,83533.34,0
42790.74,0.01,3728.11,39098.29,0
88946.72,0.01,3724.78,85296.06,0
99807.87,0.02,4249.02,95725.2,0
93548.96,0.0,4778.76,88770.2,0
93686.42,0.02,535.41,93307.15,0
59742.63,0.0,4370.8,55371.83,0
5400.8,0.01,4245.08,1160.22,0
36390.04,0.02,1854.74,34595.95,0
62866.23,0.04,1364.19,61711.59,0
31255.03,0.01,1440.43,29840.65,0
86555.52,0.01,2667.31,83960.34,0
82747.23,0.05,2116.19,80975.82,0
11309.49,0.03,2560.64,8777.12,0
32119.55,0.02,1691.87,30481.21,0
46059.47,0.05,4006.22,42245.16,0
74259.48,0.05,769.94,73798.95,0
17239.36,0.03,1507.81,15774.65,0
96529.77,0.02,211.48,96479.17,0
51328.85,0.04,4260.11,47239.84,0
10849.19,0.03,3212.88,7663.43,0
43220.21,0.04,2101.57,41262.71,0
71381.18,0.03,2628.61,68931.02,0
26794.77,0.03,4359.13,22502.63,0
80872.86,0.04,3011.51,78130.93,0
64565.84,0.03,4046.19,60681.06,0
34774.26,0.03,2244.42,32616.78,0
86144.01,0.02,1642.18,84645.4,0
70202.96,0.04,4318.5,66118.47,0
34825.17,0.05,4231.32,30738.95,0
51035.47,0.02,514.58,50605.95,0
39903.14,0.01,2270.47,37665.92,0
74957.87,0.01,1278.39,73741.94,0
49303.06,0.04,2864.64,46602.76,0
63588.76,0.01,3413.74,60228.01,0
42023.0,0.03,4241.54,37886.52,0
49322.25,0.01,1708.31,47655.04,0
13010.16,0.01,1713.31,11307.69,0
56523.1,0.02,2079.81,54537.5,0
4516.7,0.0,3877.85,638.85,0
37407.62,0.03,4193.08,33308.06,0
51400.35,0.05,2764.59,48849.93,0
72296.82,0.0,1300.27,70996.55,0
90833.25,0.02,511.34,90473.3,0
79554.68,0.03,3171.42,76582.15,0
86765.38,0.03,1198.08,85784.21,0
11575.93,0.04,4098.24,7516.28,0
59658.14,0.02,217.97,59539.6,0
40210.65,0.04,4174.58,36170.11,0
33351.0,0.04,3792.32,29669.85,0
68523.88,0.01,1053.54,67527.44,0
55950.61,0.01,194.14,55803.1,0
6677.68,0.04,1683.42,5016.52,0
27089.69,0.03,297.69,26859.72,0
39470.51,0.03,1271.19,38298.0,0
43424.23,0.01,1144.0,42316.42,0
85203.48,0.02,1102.67,84242.82,0
23884.5,0.05,106.38,23877.64,0
99818.91,0.04,3554.32,96597.32,0
35578.76,0.04,1096.24,34601.12,0
1019.79,0.01,52.12,968.52,0
34347.08,0.03,305.73,34127.22,0
59500.87,0.03,255.09,59394.53,0
69150.61,0.03,494.2,68829.29,0
10223.95,0.05,1508.73,8757.82,0
21748.08,0.04,4935.46,16885.11,0
84922.12,0.04,4272.77,80932.42,0
45870.54,0.02,3269.26,42677.73,0
82101.25,0.04,3323.58,79051.34,0
66919.84,0.03,1861.23,65225.91,0
24414.43,0.05,4275.23,20240.93,0
67181.06,0.03,3374.44,63974.57,0
30799.8,0.04,4850.88,26051.59,0
10454.88,0.03,4791.8,5689.22,0
81564.21,0.0,2166.95,79397.26,0
12654.19,0.05,4501.67,8205.25,0
22229.36,0.04,2607.24,19696.22,0
86016.74,0.03,3529.37,82702.41,0
9830.8,0.02,597.87,9249.31,0
85228.81,0.04,3721.45,81791.46,0
37695.49,0.01,4075.4,33651.5,0
59734.28,0.01,2574.32,57209.74,0
25240.8,0.01,3036.14,22225.69,0
18568.49,0.04,390.77,18239.61,0
72027.89,0.01,1682.6,70405.31,0
23429.46,0.05,2073.47,21453.61,0
7485.2,0.02,936.94,6560.74,0
41854.07,0.03,4921.77,37036.94,0
43472.35,0.0,4554.37,38917.98,0
62818.82,0.05,4352.45,58728.12,0
98131.32,0.04,4363.22,94095.2,0
49450.62,0.0,4013.57,45437.05,0
95249.69,0.04,3814.34,91752.85,0
76202.15,0.0,4667.67,71534.48,0
22362.51,0.02,332.66,22067.12,0
49154.45,0.03,3608.9,45668.44,0
64791.9,0.04,2584.7,62423.17,0
25054.29,0.02,1531.18,23564.87,0
91119.86,0.02,3452.81,87818.92,0
13664.07,0.04,814.71,12894.91,0
65700.84,0.05,3188.32,62786.27,0
61226.18,0.02,3588.77,57739.45,0
50762.51,0.0,1184.57,49577.94,0
32826.36,0.03,331.93,32576.5,0
10584.09,0.0,286.12,10297.97,0
38699.43,0.04,1214.83,37613.6,0
82326.11,0.0,2538.48,79787.63,0
90314.8,0.02,4307.39,86157.93,0
15919.57,0.02,2196.79,13749.31,0
46088.05,0.0,88.84,45999.21,0
92045.81,0.01,1701.12,90421.39,0
75983.02,0.02,257.97,75851.69,0
8377.2,0.05,3298.19,5113.92,0
7751.03,0.02,4965.76,2798.19,0
32441.16,0.01,2268.63,30199.56,0
18832.16,0.04,3395.77,15499.16,0
53242.2,0.01,1342.39,51944.18,0
61949.02,0.04,1671.35,60484.17,0
38962.38,0.0,817.17,38145.21,0
59145.37,0.0,4133.31,55012.06,0
26311.05,0.01,1908.48,24424.5,0
67185.3,0.01,4274.49,62966.8,0
24242.22,0.03,3054.47,21248.36,0
22799.36,0.02,3952.21,18885.15,0
86932.09,0.03,1673.26,85476.16,0
44822.09,0.03,2762.89,42171.26,0
85209.45,0.02,4161.95,81189.52,0
83258.58,0.03,4500.38,78966.35,0
59419.81,0.04,4623.64,54994.24,0
96797.51,0.03,3759.69,93279.81,0
85466.81,0.01,4792.19,80745.84,0
98969.09,0.04,2368.67,96930.32,0
36436.14,0.02,3710.94,32785.93,0
55898.97,0.04,660.5,55424.8,0
35471.03,0.05,346.78,35272.05,0
96429.91,0.02,4138.1,92452.53,0
58277.18,0.04,4979.37,53492.07,0
42839.29,0.02,613.97,42296.72,0
11269.75,0.03,784.24,10513.68,0
15330.63,0.03,201.98,15166.98,0
62374.07,0.02,2782.83,59695.2,0
41930.86,0.04,3205.94,38864.69,0
94712.8,0.04,2344.43,92684.08,0
23736.05,0.03,2221.79,21573.6,0
15960.99,0.05,3438.62,12588.87,0
89120.32,0.04,1080.4,88336.99,0
85222.14,0.01,3535.42,81757.74,0
58327.99,0.03,4534.15,53939.66,0
8155.75,0.01,577.35,7585.2,0
26131.54,0.03,4711.66,21485.21,0
40190.53,0.03,2515.29,37775.72,0
78487.31,0.01,946.66,77606.06,0
48645.67,0.0,2189.66,46456.01,0
93580.68,0.05,4041.97,89928.63,0
37987.97,0.03,647.67,37435.27,0
19750.27,0.04,717.76,19098.34,0
81085.41,0.02,2425.16,78795.39,0
91643.76,0.02,3634.09,88162.41,0
14837.97,0.04,535.38,14352.05,0
59907.05,0.01,3651.91,56305.06,0
16508.06,0.03,566.83,15982.5,0
70062.86,0.04,2819.54,67476.86,0
71975.19,0.02,2274.14,69821.01,0
81065.99,0.01,519.27,80614.27,0
84110.86,0.04,3851.02,80540.21,0
51795.62,0.01,675.77,51163.01,0
35192.7,0.03,185.96,35094.72,0
30294.35,0.04,2606.84,27788.49,0
63607.62,0.01,4370.74,59289.89,0
40994.53,0.04,1317.52,39813.66,0
93316.18,0.04,2905.69,90721.54,0
68324.23,0.04,461.16,68090.82,0
20905.79,0.01,1847.27,19075.94,0
45572.42,0.05,2602.21,43160.1,0
92232.94,0.0,3671.26,88561.68,0
7383.97,0.01,806.65,6583.47,0
94760.59,0.05,3372.29,91783.14,0
87995.08,0.03,3017.78,85197.29,0
62199.9,0.03,3848.4,58507.0,0
47674.62,0.0,4721.2,42953.42,0
84927.76,0.04,2539.93,82670.92,0
17620.52,0.04,1784.32,15894.94,0
45160.02,0.04,1578.47,43732.08,0
59539.5,0.03,3048.24,56640.11,0
13221.69,0.03,4706.49,8548.25,0
38609.86,0.03,4176.01,34530.37,0
87669.73,0.03,2980.61,84908.29,0
72628.0,0.03,542.96,72266.61,0
41975.84,0.0,1682.72,40293.12,0
35899.49,0.0,1796.78,34102.71,0
24930.04,0.0,3205.86,21724.18,0
66281.64,0.04,1445.52,65057.06,0
41375.1,0.01,4304.71,37104.87,0
92936.21,0.04,720.34,92525.66,0
49750.42,0.04,372.18,49544.07,0
66105.31,0.04,3697.58,62628.08,0
86749.35,0.04,4448.42,82590.09,0
56648.53,0.02,533.32,56209.62,0
39205.18,0.04,4219.98,35115.88,0
97438.32,0.02,2239.65,95361.07,0
78833.17,0.04,2478.14,76617.81,0
18186.25,0.02,3670.85,14545.71,0
16170.74,0.03,3518.8,12692.37,0
64507.42,0.01,2130.66,62430.52,0
58301.27,0.03,3751.68,54695.34,0
30317.08,0.02,3012.64,27354.97,0
78268.44,0.0,4625.06,73643.38,0
60249.32,0.03,2359.42,58040.52,0
41020.14,0.05,3614.24,37576.82,0
71729.74,0.01,2911.1,68878.41,0
95640.26,0.02,1711.39,94088.27,0
71792.36,0.01,594.64,71257.55,0
48602.02,0.02,3670.81,45012.21,0
59514.86,0.03,395.6,59268.05,0
99135.28,0.03,4528.46,94854.66,0
47250.52,0.03,869.26,46499.39,0
21174.7,0.0,1219.78,19954.92,0
10924.36,0.01,1423.74,9509.72,0
80141.39,0.04,3739.96,76668.57,0
10950.83,0.02,22.69,10946.39,0
69004.05,0.02,1890.35,67228.71,0
13858.18,0.01,4919.55,8950.18,0
26785.43,0.04,3256.88,23617.83,0
49039.45,0.03,3841.83,45320.22,0
16095.36,0.03,4047.39,12088.21,0
62468.26,0.01,1628.32,60892.0,0
47754.64,0.01,1359.59,46434.85,0
6985.9,0.01,3531.32,3460.4,0
13210.56,0.04,569.49,12685.11,0
73959.7,0.05,3596.03,70671.84,0
27405.34,0.02,2996.5,24454.52,0
44569.03,0.01,4391.26,40214.91,0
65709.45,0.0,1647.44,64062.01,0
22314.07,0.02,2228.89,20122.37,0
25030.55,0.02,1717.51,23354.76,0
28274.71,0.01,2287.62,26010.65,0
25155.31,0.03,2966.25,22251.95,0
54244.03,0.02,336.37,53998.07,0
8177.31,0.04,4902.26,3302.31,0
39867.27,0.01,2324.83,37575.66,0
21966.71,0.04,3409.06,18630.87,0
68791.3,0.05,1846.75,67231.18,0
84799.56,0.02,2399.89,82541.0,0
36027.06,0.02,4781.0,31306.11,0
5303.22,0.01,4626.53,681.11,0
92775.76,0.03,472.03,92535.67,0
12474.98,0.03,172.05,12334.12,0
88306.08,0.04,3269.93,85330.5,0
18010.12,0.01,4533.13,13492.0,0
46892.09,0.02,414.13,46556.11,0
21455.51,0.04,4707.02,16820.01,0
38171.51,0.03,4287.3,33979.64,0
14951.46,0.03,3615.36,11373.48,0
1148.75,0.03,628.69,522.93,0
35190.47,0.02,869.93,34379.19,0
4297.68,0.02,1308.0,2996.84,0
99844.86,0.03,970.92,99123.55,0
45763.25,0.05,3504.84,42624.33,1
67397.61,0.0,4056.23,63341.38,0
72515.1,0.01,3740.47,68835.06,0
13391.05,0.01,1184.31,12217.9,0
97631.61,0.02,3013.36,94780.97,0
50056.92,0.05,4952.89,45312.6,0
47958.97,0.05,430.88,47727.92,0
24867.86,0.03,2702.55,22227.48,0
25164.44,0.02,294.0,24912.38,0
15232.48,0.01,1587.39,13657.78,0
89180.05,0.01,3670.68,85583.69,0
19856.48,0.04,1889.43,18033.24,0
5945.64,0.03,974.45,4986.05,0
43976.2,0.05,3565.2,40594.23,0
40469.95,0.02,3822.31,36715.09,0
91942.2,0.04,1359.7,90888.97,0
14841.02,0.03,1552.51,13325.61,0
8350.16,0.04,3335.66,5042.33,0
37436.76,0.0,3295.94,34140.82,0
90759.32,0.04,4498.38,86563.47,0
75342.01,0.01,3569.9,71834.9,0
19379.67,0.01,3160.18,16235.64,0
32695.6,0.01,2014.49,30708.36,0
52070.57,0.02,3596.19,48561.16,0
17565.97,0.04,3241.93,14382.59,0
91964.17,0.03,3784.38,88409.7,0
5535.67,0.02,1821.82,3723.08,0
50126.26,0.04,514.81,49778.54,0
60640.68,0.03,1831.71,58960.57,0
41043.98,0.04,2794.14,38386.65,0
98761.73,0.03,4035.24,94973.39,0
84916.16,0.05,1902.82,83367.16,0
28838.92,0.04,3597.0,25338.05,0
17205.64,0.05,789.72,16487.61,0
51536.96,0.05,3989.66,47762.04,0
85293.26,0.03,1138.59,84367.9,0
92176.74,0.03,1591.01,90816.17,0
40432.29,0.01,3510.38,36955.6,0
7248.13,0.03,3502.02,3764.23,0
8814.27,0.0,2689.48,6124.79,0
53619.86,0.05,674.64,53168.64,0
91953.63,0.03,4689.3,87494.21,0
84929.16,0.02,1646.55,83424.16,0
5967.83,0.04,514.49,5473.23,0
49801.24,0.02,966.25,48917.99,0
17420.18,0.04,4169.52,13308.73,0
92454.95,0.04,3528.25,89234.88,0
1395.42,0.05,442.65,958.58,0
9726.1,0.03,3738.22,6012.2,0
32095.27,0.03,4110.58,28064.93,0
84926.4,0.01,1547.88,83449.29,0
45537.14,0.01,4827.95,40747.14,0
46561.72,0.02,314.05,46325.27,0
46698.38,0.01,2624.26,44113.04,0
91832.78,0.0,3383.79,88448.99,0
43620.23,0.02,3542.52,40150.41,0
92896.44,0.05,4360.41,88923.1,0
53383.75,0.03,671.59,52845.62,0
98858.34,0.02,1351.12,97671.98,0
93250.74,0.03,765.06,92718.81,0
64778.46,0.02,4053.73,60832.69,0
33533.82,0.02,1483.88,32105.83,0
4993.29,0.02,2623.86,2377.75,0
24575.4,0.01,236.51,24359.37,0
34800.06,0.02,1000.99,33857.07,0
82814.07,0.01,2415.78,80467.3,0
80810.87,0.05,4470.51,76677.07,0
37753.05,0.02,4570.59,33245.38,0
32020.21,0.0,1880.15,30140.06,0
32519.72,0.03,1201.77,31399.25,0
82909.88,0.04,1902.31,81283.94,0
49287.92,0.03,1958.3,47452.84,0
19096.19,0.04,277.27,18882.57,0
84404.68,0.02,488.64,84056.71,0
68120.01,0.05,4483.14,63920.7,0
71106.42,0.02,3148.99,68075.94,0
13263.96,0.05,3901.59,9417.64,0
55800.67,0.0,4908.62,50892.05,0
48340.79,0.0,5.89,48334.9,0
44963.68,0.02,2241.47,42797.15,0
23296.08,0.0,742.56,22553.52,0
83337.98,0.01,2136.7,81270.73,0
26546.97,0.01,3806.96,22762.13,0
36263.18,0.05,4241.98,32172.3,0
98223.77,0.0,2013.87,96209.9,0
69174.87,0.03,771.96,68575.85,0
61004.54,0.03,3282.97,57874.08,0
13000.39,0.0,3846.32,9154.07,0
88325.22,0.0,4987.38,83337.84,0
66454.75,0.02,4890.41,61675.1,0
38173.34,0.01,4903.19,33301.96,0
15789.92,0.0,642.81,15147.11,0
3685.07,0.0,400.57,3284.5,0
65571.39,0.04,2384.13,63405.83,0
58323.64,0.02,2831.24,55589.61,0
89906.55,0.01,2670.78,87310.69,0
22269.7,0.0,3361.72,18907.98,0
98483.67,0.02,4515.7,94132.11,0
24016.47,0.05,2743.11,21373.43,0
71997.13,0.02,3554.91,68562.22,0
40016.7,0.01,2137.14,37912.91,0
65691.05,0.04,4382.65,61527.37,0
46475.79,0.03,2395.07,44196.91,0
16991.38,0.0,3385.76,13605.62,0
77387.91,0.04,1442.43,76203.44,0
9255.46,0.01,4082.21,5180.96,0
37188.09,0.03,730.53,36550.53,0
32563.64,0.03,3105.24,29539.81,0
83438.55,0.04,4858.93,78857.75,0
65264.79,0.02,3436.77,61936.79,0
34850.14,0.02,1957.3,32950.92,0
71152.67,0.01,179.0,71032.96,0
68452.86,0.01,2184.14,66325.76,0
89541.94,0.05,4305.44,85609.59,0
1960.32,0.03,1097.68,867.54,0
31771.57,0.05,4534.95,27369.0,0
80575.01,0.0,3005.12,77569.89,0
19031.14,0.02,1405.49,17657.37,0
47343.99,0.01,4772.88,42610.56,0
26421.28,0.03,1304.46,25182.87,0
61420.53,0.02,1783.92,59738.98,0
37526.03,0.01,135.43,37421.87,0
42820.09,0.04,921.84,42040.98,0
77935.43,0.04,3363.63,74831.58,0
3388.2,0.02,539.32,2854.53,0
25787.52,0.03,1631.68,24220.31,0
97992.07,0.01,2098.95,95974.78,0
64610.58,0.02,228.75,64489.51,0
35134.79,0.01,405.35,34758.72,0
13504.82,0.05,436.32,13124.77,0
74534.28,0.02,3030.59,71627.91,0
44468.07,0.02,922.74,43619.44,0
63509.41,0.05,2594.42,61179.61,0
14278.48,0.05,4165.35,10172.62,0
99144.79,0.01,2971.77,96255.64,0
71388.38,0.01,2969.1,68478.77,0
18702.4,0.04,1144.39,17620.35,0
34429.5,0.03,2318.23,32197.34,0
26949.84,0.04,1723.58,25316.09,0
73512.49,0.04,2133.69,71623.84,0
52700.6,0.04,2514.75,50361.52,0
12112.72,0.02,2236.16,9896.75,0
84257.99,0.01,386.47,83941.73,0
54623.78,0.02,2122.21,52592.61,0
53270.57,0.04,2548.8,50899.34,0
90904.76,0.01,3359.71,87620.8,0
26651.62,0.0,0.81,26650.81,0
21100.09,0.05,915.46,20272.55,0
99800.33,0.04,3931.82,96201.18,0
77972.96,0.05,4785.98,73511.87,0
47992.35,0.03,1947.53,46164.8,0
40339.45,0.02,4936.14,35470.54,0
64586.14,0.0,412.29,64173.85,0
23336.36,0.02,2486.0,20889.25,0
53827.81,0.05,3194.64,50857.45,0
25450.04,0.02,2005.73,23486.73,0
61098.96,0.04,4615.77,56686.85,0
23991.28,0.0,4407.27,19584.01,0
69853.0,0.0,4206.39,65646.61,0
51624.73,0.05,4471.44,47368.39,0
18013.64,0.01,4714.95,13313.7,0
